Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
190058762-90E,190058762,07/09/2019,PUBLIC INTOXICATION,07/09/2019 01:40:23 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 8TH AVE,FORT WORTH,TX,K11,,,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.72936456329954, -97.34382674993623)"
190058391-90E,190058391,07/07/2019,PUBLIC INTOXICATION,07/07/2019 08:44:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 HUNTER PARK CIR,FORT WORTH,TX,L16,,,A,18,18 PARKING LOT/GARAGE,"(32.726921198846235, -97.46885929678197)"
190058237-90E,190058237,07/07/2019,PUBLIC INTOXICATION,07/07/2019 08:36:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3300 HEMPHILL ST,FORT WORTH,TX,J11,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.70222910099518, -97.33172449534801)"
190058201-90E,190058201,07/07/2019,PUBLIC INTOXICATION,07/07/2019 03:28:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4600 MILLER AVE,FORT WORTH,TX,I14,South,8,C,20,20 RESIDENCE/HOME,"(32.69525731564548, -97.26304375361391)"
190058201-290,190058201,07/07/2019,PUBLIC INTOXICATION,07/07/2019 03:28:00 AM,290,PC 28.03(B)(2) 2015 Crim Misc>=$100<$750 290 DESTR,4600 MILLER AVE,FORT WORTH,TX,I14,South,8,C,20,20 RESIDENCE/HOME,"(32.69525731564548, -97.26304375361391)"
190058200-90E,190058200,07/07/2019,PUBLIC INTOXICATION,07/07/2019 03:29:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3400 GROVER AVE,FORT WORTH,TX,C12,,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.804767538221085, -97.32677798534102)"
190058172-90E,190058172,07/07/2019,PUBLIC INTOXICATION,07/07/2019 01:18:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,25,25 OTHER/UNKNOWN,"(32.74923490154505, -97.36028891047863)"
190058167-90E,190058167,07/07/2019,PUBLIC INTOXICATION,07/07/2019 12:53:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E EXCHANGE AVE,FORT WORTH,TX,C11,Northwest,2,C,3,03 BAR/NIGHT CLUB,"(32.78884013680913, -97.34900016752344)"
190058135-90E,190058135,07/06/2019,PUBLIC INTOXICATION,07/06/2019 09:45:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2300 EPHRIHAM CT,FORT WORTH,TX,D11,,,C,20,20 RESIDENCE/HOME,"(32.78608421160214, -97.38012749567058)"
190057927-90E,190057927,07/06/2019,PUBLIC INTOXICATION,07/06/2019 02:06:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3400 GORDON AVE,FORT WORTH,TX,J11,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.69922268029668, -97.34809850151929)"
190057893-90E,190057893,07/06/2019,PUBLIC INTOXICATION,07/05/2019 11:02:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 NE 4TH ST,FORT WORTH,TX,A11,,,C,21,21 RESTAURANT,"(32.76426755367423, -97.33644828321042)"
190057789-90E,190057789,07/05/2019,PUBLIC INTOXICATION,07/05/2019 04:51:14 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 HEMPHILL ST,FORT WORTH,TX,B16,,,A,23,23 SERVICE/GAS STATION,"(32.733017100815196, -97.33152352491273)"
190057627-90E,190057627,07/05/2019,PUBLIC INTOXICATION,07/05/2019 07:14:01 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 5TH AVE,FORT WORTH,TX,B11,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73519202012254, -97.33859166650329)"
190057577-90E,190057577,07/04/2019,PUBLIC INTOXICATION,07/04/2019 11:11:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 BONAIRE CIR,FORT WORTH,TX,I17,South,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.64218968309307, -97.27507803526252)"
190057573-90Z,190057573,07/05/2019,PUBLIC INTOXICATION,07/04/2019 11:40:00 PM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,400 HARROLD ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.7553841086855, -97.34898468562028)"
190057573-90E,190057573,07/05/2019,PUBLIC INTOXICATION,07/04/2019 11:40:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,400 HARROLD ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.7553841086855, -97.34898468562028)"
190057563-90E,190057563,07/04/2019,PUBLIC INTOXICATION,07/04/2019 10:52:40 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5700 BOAT CLUB RD,FORT WORTH,TX,D14,Northwest,2,C,21,21 RESTAURANT,"(32.83707218173521, -97.42524189491353)"
190057546-90E,190057546,07/04/2019,PUBLIC INTOXICATION,07/04/2019 10:26:03 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 N TAYLOR ST,FORT WORTH,TX,A16,Central,9,C,50,50 PARK/PLAYGROUND,"(32.756728105467516, -97.33569284892427)"
190057541-90E,190057541,07/04/2019,PUBLIC INTOXICATION,07/04/2019 09:28:40 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2300 MEADOWBROOK GARDENS DR,FORT WORTH,TX,H14,East,5,C,20,20 RESIDENCE/HOME,"(32.74510741875964, -97.18462925426522)"
190057529-90E,190057529,07/04/2019,PUBLIC INTOXICATION,07/04/2019 09:10:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5600 FARNSWORTH AVE,FORT WORTH,TX,K16,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71792546770004, -97.40633685311981)"
190057512-90E,190057512,07/04/2019,PUBLIC INTOXICATION,07/04/2019 04:15:48 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,400 N LEXINGTON ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.755484287927665, -97.3416707232002)"
190057502-90E,190057502,07/04/2019,PUBLIC INTOXICATION,07/04/2019 06:20:36 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,9000 RANDOL MILL RD,FORT WORTH,TX,H15,East,5,C,17,17 LIQUOR STORE,"(32.7593017094445, -97.15723535717252)"
190057368-90E,190057368,07/04/2019,PUBLIC INTOXICATION,07/04/2019 03:59:44 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,8800 TRINITY VISTA TRL,FORT WORTH,TX,H16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.80315451000246, -97.18769004834611)"
190057366-90E,190057366,07/04/2019,PUBLIC INTOXICATION,07/04/2019 03:13:39 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74919069430401, -97.35651457310394)"
190057348-90E,190057348,07/04/2019,PUBLIC INTOXICATION,07/04/2019 12:52:53 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1300 BANKS ST,FORT WORTH,TX,C16,,,C,18,18 PARKING LOT/GARAGE,"(32.7808042245071, -97.38775143980006)"
190057328-90E,190057328,07/04/2019,PUBLIC INTOXICATION,07/04/2019 12:32:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5800 HOUGHTON AVE,FORT WORTH,TX,K16,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.72650223241365, -97.4112583065706)"
190057286-90E,190057286,07/03/2019,PUBLIC INTOXICATION,07/03/2019 09:41:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3500 S RIVERSIDE DR,FORT WORTH,TX,I12,,,C,50,50 PARK/PLAYGROUND,"(32.70099999119719, -97.30502821810123)"
190057264-90E,190057264,07/03/2019,PUBLIC INTOXICATION,07/03/2019 07:58:22 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 NW 20TH ST,FORT WORTH,TX,D12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.795157283765676, -97.38652216378912)"
190057224-90E,190057224,07/03/2019,PUBLIC INTOXICATION,07/03/2019 05:20:30 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2600 E LANCASTER AVE,FORT WORTH,TX,G11,East,8,C,3,03 BAR/NIGHT CLUB,"(32.743260379710186, -97.28876158080571)"
190057022-90Z,190057022,07/03/2019,PUBLIC INTOXICATION,07/03/2019 04:25:00 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,8500 S HULEN ST,FORT WORTH,TX,J18,South,6,C,18,18 PARKING LOT/GARAGE,"(32.61830345457892, -97.3882867012874)"
190057022-90E,190057022,07/03/2019,PUBLIC INTOXICATION,07/03/2019 04:25:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8500 S HULEN ST,FORT WORTH,TX,J18,South,6,C,18,18 PARKING LOT/GARAGE,"(32.61830345457892, -97.3882867012874)"
190056979-90Z,190056979,07/02/2019,PUBLIC INTOXICATION,07/02/2019 09:55:16 PM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,3100 LAS VEGAS TRL SB,FORT WORTH,TX,L16,,,C,7,07 CONVENIENCE STORE,"(32.728701454064755, -97.46669564028494)"
190056979-90E,190056979,07/02/2019,PUBLIC INTOXICATION,07/02/2019 09:55:16 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 LAS VEGAS TRL SB,FORT WORTH,TX,L16,,,C,7,07 CONVENIENCE STORE,"(32.728701454064755, -97.46669564028494)"
190056935-90E,190056935,07/03/2019,PUBLIC INTOXICATION,07/02/2019 07:56:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 W EXCHANGE AVE,FORT WORTH,TX,C13,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.78895171710114, -97.34918307917839)"
190056934-90E,190056934,07/02/2019,PUBLIC INTOXICATION,07/02/2019 08:19:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,800 CURRIE ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.750733599897345, -97.35843675263901)"
190056739-90E,190056739,07/02/2019,PUBLIC INTOXICATION,07/02/2019 09:06:27 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,700 NW LORAINE ST,FORT WORTH,TX,D11,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.79643669744372, -97.35653927990192)"
190056335-90E,190056335,07/01/2019,PUBLIC INTOXICATION,07/01/2019 01:31:14 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 W EXCHANGE AVE,FORT WORTH,TX,C13,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.78895233203596, -97.34932818625641)"
190056261-90E,190056261,06/30/2019,PUBLIC INTOXICATION,06/30/2019 06:39:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,600 HOUSTON ST,FORT WORTH,TX,A15,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.753471806987264, -97.33144027827426)"
190056261-90C,190056261,06/30/2019,PUBLIC INTOXICATION,06/30/2019 06:39:00 PM,90C,GC 081 Disorderly Conduct 90C DISORDERLY CONDUCT 0,600 HOUSTON ST,FORT WORTH,TX,A15,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.753471806987264, -97.33144027827426)"
190056248-90Z,190056248,06/30/2019,PUBLIC INTOXICATION,06/30/2019 05:38:14 PM,90Z,PC 42.061 Silent Abusive Calls to 911 Serv 90Z ALL,800 EXETER ST,FORT WORTH,TX,B12,Central,8,C,50,50 PARK/PLAYGROUND,"(32.73544729180067, -97.30464640869522)"
190056248-90E,190056248,06/30/2019,PUBLIC INTOXICATION,06/30/2019 05:38:14 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,800 EXETER ST,FORT WORTH,TX,B12,Central,8,C,50,50 PARK/PLAYGROUND,"(32.73544729180067, -97.30464640869522)"
190056237-90E,190056237,06/30/2019,PUBLIC INTOXICATION,06/30/2019 04:29:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 SAPPINGTON PL,FORT WORTH,TX,L12,,,C,18,18 PARKING LOT/GARAGE,"(32.729483766455516, -97.4333292031102)"
190056151-90E,190056151,06/30/2019,PUBLIC INTOXICATION,06/30/2019 09:05:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3300 E BELKNAP ST,FORT WORTH,TX,A13,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.77384396770759, -97.30067996584386)"
190056111-90Z,190056111,06/30/2019,PUBLIC INTOXICATION,06/30/2019 02:26:56 AM,90Z,OT WARRANT Out of Town Warrant 90Z ALL OTHER OFFEN,3000 W 5TH ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.75300542672378, -97.36119182503798)"
190056111-90E,190056111,06/30/2019,PUBLIC INTOXICATION,06/30/2019 02:26:56 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 W 5TH ST,FORT WORTH,TX,K12,West,9,C,18,18 PARKING LOT/GARAGE,"(32.75300542672378, -97.36119182503798)"
190056103-90E,190056103,06/30/2019,PUBLIC INTOXICATION,06/30/2019 02:10:23 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190056102-90E,190056102,06/30/2019,PUBLIC INTOXICATION,06/30/2019 02:10:00 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190056102-250,190056102,06/30/2019,PUBLIC INTOXICATION,06/30/2019 02:10:00 AM,250,PC 32.21(E) Forgery Gov't Inst Money/Sec 250 FORGE,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190056099-90E,190056099,06/30/2019,PUBLIC INTOXICATION,06/30/2019 01:44:13 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1200 N SYLVANIA AVE,FORT WORTH,TX,A12,Central,9,C,20,20 RESIDENCE/HOME,"(32.77954909802713, -97.30857001370312)"
190056090-90E,190056090,06/30/2019,PUBLIC INTOXICATION,06/29/2019 09:21:15 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,Northwest,2,C,18,18 PARKING LOT/GARAGE,"(32.7901994394112, -97.34820982562468)"
190056084-90E,190056084,06/30/2019,PUBLIC INTOXICATION,06/29/2019 11:42:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,600 CONGRESS ST,FORT WORTH,TX,A11,Central,2,C,18,18 PARKING LOT/GARAGE,"(32.75909475271814, -97.34284786451636)"
190056075-90E,190056075,06/29/2019,PUBLIC INTOXICATION,06/29/2019 11:21:28 PM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,9300 SAGE VILLA DR,FORT WORTH,TX,E14,,,A,18,18 PARKING LOT/GARAGE,"(32.90784754604343, -97.31094112290438)"
190056064-90E,190056064,06/29/2019,PUBLIC INTOXICATION,06/29/2019 10:40:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 PURCEY ST,FORT WORTH,TX,A16,Central,9,C,10,10 FIELD/WOODS,"(32.754810912479606, -97.34290729650026)"
190056060-90E,190056060,06/29/2019,PUBLIC INTOXICATION,06/29/2019 09:32:02 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 RIVERFRONT DR,FORT WORTH,TX,K11,,,C,14,14 HOTEL/MOTEL/ETC.,"(32.725022490896876, -97.3621178229866)"
190056047-90E,190056047,06/29/2019,PUBLIC INTOXICATION,06/29/2019 09:00:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,9600 WATERCRESS DR,FORT WORTH,TX,L18,West,7,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.81563396925228, -97.48636125898072)"
190055845-90E,190055845,06/29/2019,PUBLIC INTOXICATION,06/29/2019 03:01:37 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6900 BAYBERRY DR,FORT WORTH,TX,E12,North,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.86563809964418, -97.29641694375285)"
190055840-90E,190055840,06/29/2019,PUBLIC INTOXICATION,06/29/2019 03:11:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4800 SOUTH FWY,FORT WORTH,TX,I15,South,9,C,21,21 RESTAURANT,"(32.67735552953003, -97.32058705242466)"
190055835-90Z,190055835,06/29/2019,PUBLIC INTOXICATION,06/29/2019 01:54:13 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190055835-90E,190055835,06/29/2019,PUBLIC INTOXICATION,06/29/2019 01:54:13 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.749198347435495, -97.36015911384956)"
190055830-90E,190055830,06/29/2019,PUBLIC INTOXICATION,06/29/2019 01:20:27 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 ROBERTS CUT OFF RD,SANSOM PAR,TX,D13,Northwest,7,C,50,50 PARK/PLAYGROUND,"(32.79749362592921, -97.41196299115754)"
190055830-35B,190055830,06/29/2019,PUBLIC INTOXICATION,06/29/2019 01:20:27 AM,35B,GC 084 Possession of Drug Paraphenalia 35B DRUG EQ,2500 ROBERTS CUT OFF RD,SANSOM PAR,TX,D13,Northwest,7,C,50,50 PARK/PLAYGROUND,"(32.79749362592921, -97.41196299115754)"
190055827-90E,190055827,06/29/2019,PUBLIC INTOXICATION,06/29/2019 01:30:43 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74833915495575, -97.35664503630622)"
190055826-90E,190055826,06/29/2019,PUBLIC INTOXICATION,06/29/2019 01:11:42 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 NE 28TH ST,FORT WORTH,TX,C11,,,C,21,21 RESTAURANT,"(32.79517596479631, -97.34905976929362)"
190055818-90E,190055818,06/29/2019,PUBLIC INTOXICATION,06/29/2019 12:57:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3300 POLO CLUB DR N,FORT WORTH,TX,J17,South,6,C,18,18 PARKING LOT/GARAGE,"(32.64683333942217, -97.3676502746182)"
190055817-90E,190055817,06/29/2019,PUBLIC INTOXICATION,06/29/2019 12:11:18 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4200 BIRCH CREEK RD,FORT WORTH,TX,E14,North,4,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.896397840270616, -97.29552823398633)"
190055795-90E,190055795,06/29/2019,PUBLIC INTOXICATION,06/28/2019 11:13:32 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 W 7TH ST,FORT WORTH,TX,A16,Central,9,C,7,07 CONVENIENCE STORE,"(32.75094650988424, -97.34080674292946)"
190055741-90E,190055741,06/28/2019,PUBLIC INTOXICATION,06/28/2019 07:26:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3400 MILLER AVE,FORT WORTH,TX,G16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71236882930239, -97.26297249972545)"
190055440-90Z,190055440,06/27/2019,PUBLIC INTOXICATION,06/27/2019 06:43:07 PM,90Z,LOCAL Local Class C Warrants 90Z ALL OTHER OFFENSE,6400 CAMP BOWIE BLVD,FORT WORTH,TX,L13,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.723714789483466, -97.42714872022802)"
190055440-90E,190055440,06/27/2019,PUBLIC INTOXICATION,06/27/2019 06:43:07 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6400 CAMP BOWIE BLVD,FORT WORTH,TX,L13,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.723714789483466, -97.42714872022802)"
190055209-90E,190055209,06/27/2019,PUBLIC INTOXICATION,06/27/2019 01:39:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3700 TRAVIS AVE,FORT WORTH,TX,J11,South,9,A,13,13 HIGHWAY/ROAD/ALLEY,"(32.69466526023774, -97.3329073297073)"
190054900-90E,190054900,06/26/2019,PUBLIC INTOXICATION,06/26/2019 12:03:01 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6000 SOUTHWEST LOOP 820 FWY EB,FORT WORTH,TX,K19,,,C,21,21 RESTAURANT,"(32.68265525262016, -97.41422812154802)"
190054807-90Z,190054807,06/25/2019,PUBLIC INTOXICATION,06/25/2019 05:05:47 PM,90Z,PC 38.02(A) Failure to ID 90Z ALL OTHER OFFENSES 0,2800 HERITAGE TRACE PKWY,FORT WORTH,TX,E14,North,4,C,21,21 RESTAURANT,"(32.91443291757374, -97.31554977205695)"
190054807-90E,190054807,06/25/2019,PUBLIC INTOXICATION,06/25/2019 05:05:47 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 HERITAGE TRACE PKWY,FORT WORTH,TX,E14,North,4,C,21,21 RESTAURANT,"(32.91443291757374, -97.31554977205695)"
190054767-90E,190054767,06/25/2019,PUBLIC INTOXICATION,06/25/2019 02:29:41 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4000 AVE N,FORT WORTH,TX,G12,East,5,C,20,20 RESIDENCE/HOME,"(32.81429501857177, -97.31432889533433)"
190054595-90E,190054595,06/25/2019,PUBLIC INTOXICATION,06/25/2019 01:50:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 W VICKERY BLVD,FORT WORTH,TX,B11,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.74370812067131, -97.32657407593584)"
190054567-90E,190054567,06/24/2019,PUBLIC INTOXICATION,06/24/2019 10:35:08 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1800 HIGHLAND AVE,FORT WORTH,TX,C16,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.775431354610326, -97.36424219384716)"
190054257-90E,190054257,06/24/2019,PUBLIC INTOXICATION,06/24/2019 06:03:41 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 CRUMP ST,FORT WORTH,TX,A15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75865034785308, -97.32613174541824)"
190054185-90E,190054185,06/23/2019,PUBLIC INTOXICATION,06/23/2019 07:30:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5000 PARKER HENDERSON RD,FORT WORTH,TX,I14,South,5,C,50,50 PARK/PLAYGROUND,"(32.68826957990553, -97.25586504815796)"
190054097-90E,190054097,06/23/2019,PUBLIC INTOXICATION,06/23/2019 01:32:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3400 DECATUR AVE,FORT WORTH,TX,C14,,2,C,18,18 PARKING LOT/GARAGE,"(32.80500982612045, -97.33871836471445)"
190054002-90E,190054002,06/23/2019,PUBLIC INTOXICATION,06/23/2019 03:25:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 NW 25TH ST,FORT WORTH,TX,C13,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.789967328170476, -97.35167417293997)"
190053988-90E,190053988,06/23/2019,PUBLIC INTOXICATION,06/23/2019 02:03:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.749198347435495, -97.36015911384956)"
190105242-90E,190105242,12/06/2019,PUBLIC INTOXICATION,12/06/2019 06:24:37 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,300 HOUSTON ST,FORT WORTH,TX,A15,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75538241805817, -97.3328954675176)"
190105126-90Z,190105126,12/06/2019,PUBLIC INTOXICATION,12/06/2019 02:23:40 PM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,5000 N HAMPSHIRE BLVD,FORT WORTH,TX,G14,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73618125245064, -97.24711762464143)"
190105126-90E,190105126,12/06/2019,PUBLIC INTOXICATION,12/06/2019 02:23:40 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5000 N HAMPSHIRE BLVD,FORT WORTH,TX,G14,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.73618125245064, -97.24711762464143)"
190105126-90C,190105126,12/06/2019,PUBLIC INTOXICATION,12/06/2019 02:23:40 PM,90C,GC 081 Disorderly Conduct 90C DISORDERLY CONDUCT 0,5000 N HAMPSHIRE BLVD,FORT WORTH,TX,G14,,,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.73618125245064, -97.24711762464143)"
190104996-90E,190104996,12/06/2019,PUBLIC INTOXICATION,12/06/2019 07:58:20 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5200 MONAHANS AVE,FORT WORTH,TX,K17,,3,C,18,18 PARKING LOT/GARAGE,"(32.71014647488766, -97.39981172765934)"
190104948-90E,190104948,12/06/2019,PUBLIC INTOXICATION,12/06/2019 12:26:07 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 CANBERRA CT,FORT WORTH,TX,B18,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71428328508084, -97.29154129418)"
190104938-90E,190104938,12/06/2019,PUBLIC INTOXICATION,12/05/2019 11:19:51 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5200 CAROL AVE,FORT WORTH,TX,G17,,,C,20,20 RESIDENCE/HOME,"(32.71827013356389, -97.24184546804968)"
190104897-90E,190104897,12/05/2019,PUBLIC INTOXICATION,12/05/2019 09:09:04 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 JONES ST,FORT WORTH,TX,A15,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.75249311979229, -97.32669496344886)"
190104603-90Z,190104603,12/04/2019,PUBLIC INTOXICATION,12/04/2019 10:26:34 PM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,500 W 4TH ST,FORT WORTH,TX,A16,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75303203811874, -97.33440899013054)"
